polo_uid,legacy_id,polo_nombre,referente_id,nombre,categoria_referente,categoria_visual,simbolo_visual,subcategoria,direccion,lat,lon,barrio,comuna,estado_vigencia,fecha_verificacion,reconocimiento,fuente,nivel_confianza,motivo_inclusion,es_icono_principal,estado_icono_principal,puntaje_icono_principal_propuesto,elegible_icono_principal_propuesto,regla_icono_principal,es_ancla,observaciones,asignacion_metodo,fuera_geometria,cerca_borde_50m,distancia_borde_m,relacion_espacial,relacion_espacial_etiqueta,umbral_relacion_espacial_m
POLO-R01,R01,Palermo,HITO-MIC-021,Fogón Asado,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Uriarte 1423,-34.58852,-58.433587,Palermo,Comuna 14,SIN_VERIFICAR,2026-08-08,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/fogon-asado,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,187.937,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-H159,Gran Dabbang,Latin America’s 50 Best,Ranking internacional,PLUS,Latin America's 50 Best 2025 (51-100),Av. Raul Scalabrini Ortiz 1543,-34.591349,-58.425449,Palermo,Comuna 14,SIN_VERIFICAR,2026-08-08,Latin America's 50 Best 2025 (51-100),The World's 50 Best (sitio oficial),alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,51,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,87.683,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-MIC-015,Mengano,Bib Gourmand,Distinción MICHELIN,STAR,selección MICHELIN,José Antonio Cabrera 5172,-34.588943,-58.433757,Palermo,Comuna 14,SIN_VERIFICAR,2026-08-08,Bib Gourmand,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/mengano,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,169.912,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-MG-0008,Mercado Bonpland,mercado/patio,Mercado o patio gastronómico,DIAMOND,,Bonpland 1660,-34.583708,-58.437834,Palermo,Comuna 14,SIN_VERIFICAR,,Mercado o patio documentado,REFERENTES_2026 + dirección documental,sin_resolver,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,44,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,357.335,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-MIC-006,Mercado de Liniers,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Gorriti 6012,-34.581688,-58.441598,Palermo,Comuna 14,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/mercado-de-liniers,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,169.497,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-MIC-022,Nika Club Omakase,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Nicaragua 5952,-34.5789,-58.437129,Palermo,Comuna 14,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/nika-club-omakase,alta,referente documentado; asignación geometria,NO,PROPUESTA_NO_INSTITUCIONAL,33,SI,ver REGLA_ICONOS_PRINCIPALES.md,NO,,GEOMETRIA,NO,NO,122.042,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-H150,Nino Gordo,Latin America’s 50 Best,Ranking internacional,PLUS,Latin America's 50 Best Restaurants 2025,Thames 1810,-34.5866,-58.429023,Palermo,Comuna 14,SIN_VERIFICAR,,Latin America's 50 Best Restaurants 2025,The World's 50 Best (sitio oficial),alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,51,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,414.78,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-MIC-034,Niño Gordo,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Thames 1810,-34.5866,-58.429023,Palermo,Comuna 14,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/nino-gordo,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,414.78,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-MIC-041,Raggio Osteria,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Gurruchaga 2121,-34.586135,-58.424182,Palermo,Comuna 14,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/raggio-osteria,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,276.352,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-MIC-010,Reliquia,Bib Gourmand,Distinción MICHELIN,STAR,selección MICHELIN,Ángel Justiniano Carranza 1601,-34.58328,-58.439119,Palermo,Comuna 14,SIN_VERIFICAR,,Bib Gourmand,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/reliquia,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,439.92,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-H161,Tres Monos,Latin America’s 50 Best,Ranking internacional,PLUS,The World's 50 Best Bars 2025,Guatemala 4899,-34.584905,-58.426167,Palermo,Comuna 14,SIN_VERIFICAR,,The World's 50 Best Bars 2025,The World's 50 Best (sitio oficial),alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,51,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,273.551,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-MIC-026,Uni Omakase,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Guatemala 5820,-34.578581,-58.434262,Palermo,Comuna 14,SIN_VERIFICAR,,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/uni-omakase,alta,referente documentado; asignación geometria,NO,PROPUESTA_NO_INSTITUCIONAL,33,SI,ver REGLA_ICONOS_PRINCIPALES.md,NO,,GEOMETRIA,NO,NO,59.445,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R01,R01,Palermo,HITO-H085,Varela Varelita,Bar Notable,Bar Notable,CIRCLE,,Av. Scalabrini Ortiz 2102,-34.58764,-58.420109,Palermo,Comuna 14,OPERATIVO,2026-06-25,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,PROPUESTA_NO_INSTITUCIONAL,55,NO,ver REGLA_ICONOS_PRINCIPALES.md,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,82.354,ENTORNO_51_250M,referente del entorno inmediato (51-250 m),0 / 50 / 250
POLO-R01,R01,Palermo,HITO-H163,Victor Audio Bar,Latin America’s 50 Best,Ranking internacional,PLUS,The World's 50 Best Bars 2025 (51-100),Soler 5130,-34.583809,-58.428974,Palermo,Comuna 14,SIN_VERIFICAR,,The World's 50 Best Bars 2025 (51-100),The World's 50 Best (sitio oficial),alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,51,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,135.763,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-H011,Bar Lavalle,Bar Notable,Bar Notable,CIRCLE,,Lavalle 1693,-34.60304,-58.391002,San Nicolas,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,60.736,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-H038,Celta Bar,Bar Notable,Bar Notable,CIRCLE,,Sarmiento 1702,-34.605579,-58.390932,San Nicolas,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,SI,34.919,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-H050,El Gato Negro,Bar Notable,Bar Notable,CIRCLE,,Av. Corrientes 1669,-34.604209,-58.390307,San Nicolas,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,186.731,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-DIR-003,Guerrin,pizzería histórica,Pizzería Emblemática,TRIANGLE,APYCE + GCBA (2025),Av. Corrientes 1368,-34.604042,-58.386004,San Nicolas,Comuna 1,SIN_VERIFICAR,,APYCE + GCBA (2025),https://turismo.buenosaires.gob.ar/es/gastronomico/guerrin,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,63,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,183.107,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-H067,LA GIRALDA,Bar Notable,Bar Notable,CIRCLE,,Av. Corrientes 1453,-34.604052,-58.387286,San Nicolas,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,188.865,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-H075,LOS GALGOS,Bar Notable,Bar Notable,CIRCLE,,Av. Callao 501,-34.602955,-58.392326,San Nicolas,Comuna 1,OPERATIVO,2026-08-02,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,SI,36.976,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-H060,La Academia,Bar Notable,Bar Notable,CIRCLE,,Montevideo 341,-34.60492,-58.389323,San Nicolas,Comuna 1,OPERATIVO,2025-06-19,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,103.618,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-H068,La Opera,Bar Notable,Bar Notable,CIRCLE,,Av. Corrientes 1799,-34.604335,-58.392047,San Nicolas,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,173.325,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-H081,Petit Colón,Bar Notable,Bar Notable,CIRCLE,,Libertad 505,-34.602403,-58.38376,San Nicolas,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,SI,23.663,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R02,R02,Avenida Corrientes,HITO-ICO-016,Zum Edelweiss,Restaurante Icónico,Restaurante icónico,SQUARE,,LIBERTAD 431,-34.603388,-58.383693,San Nicolas,Comuna 1,SIN_VERIFICAR,2026-08-08,Restaurante Icónico,https://turismo.buenosaires.gob.ar/es/otros-establecimientos/zum-edelweiss,media,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,57,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,133.017,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R03,R03,San Telmo,HITO-H013,BAR PLAZA DORREGO,Bar Notable,Bar Notable,CIRCLE,,Defensa 1098,-34.620552,-58.371399,San Telmo,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,SI,PROPUESTA_NO_INSTITUCIONAL,55,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,SI,27.239,BORDE_HASTA_50M,referente de borde (hasta 50 m),0 / 50 / 250
POLO-R03,R03,San Telmo,HITO-H009,Bar El Federal,Bar Notable,Bar Notable,CIRCLE,,Carlos Calvo 595,-34.619619,-58.374145,San Telmo,Comuna 1,OPERATIVO,2026-07-21,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,65,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,SI,39.484,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R03,R03,San Telmo,HITO-H087,Cafe Rivas,Bar Notable,Bar Notable,CIRCLE,,Estados Unidos 302,-34.618461,-58.370277,San Telmo,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,PROPUESTA_NO_INSTITUCIONAL,55,NO,ver REGLA_ICONOS_PRINCIPALES.md,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,208.157,ENTORNO_51_250M,referente del entorno inmediato (51-250 m),0 / 50 / 250
POLO-R03,R03,San Telmo,HITO-H051,HIPOPOTAMO,Bar Notable,Bar Notable,CIRCLE,,Brasil 401,-34.625331,-58.371288,San Telmo,Comuna 1,OPERATIVO,2026-08-08,Bar Notable (Boletín Oficial · declaratoria),Boletín Oficial CABA,alta,referente documentado; asignación documento,NO,PROPUESTA_NO_INSTITUCIONAL,55,NO,ver REGLA_ICONOS_PRINCIPALES.md,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,212.693,ENTORNO_51_250M,referente del entorno inmediato (51-250 m),0 / 50 / 250
POLO-R03,R03,San Telmo,HITO-MG-0001,Mercado de San Telmo,mercado/patio,Mercado o patio gastronómico,DIAMOND,,Defensa 961,-34.619168,-58.371593,San Telmo,Comuna 1,SIN_VERIFICAR,,Mercado o patio documentado,REFERENTES_2026,alta,referente documentado; asignación documento,NO,PROPUESTA_NO_INSTITUCIONAL,39,NO,ver REGLA_ICONOS_PRINCIPALES.md,SI,Fuera de la geometría; asociación documental explícita.,DOCUMENTO,SI,NO,64.183,ENTORNO_51_250M,referente del entorno inmediato (51-250 m),0 / 50 / 250
POLO-R04,R04,Puerto Madero,HITO-MIC-051,Cabaña Las Lilas,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Avenida Alicia Moreau de Justo 516,-34.603631,-58.36706,Puerto Madero,Comuna 1,SIN_VERIFICAR,2026-08-08,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/cabana-las-lilas,alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,53,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,SI,49.743,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R04,R04,Puerto Madero,HITO-H152,El Mercado (Faena),Latin America’s 50 Best,Ranking internacional,PLUS,Latin America's 50 Best Restaurants 2025,Martha Salotti 445,-34.613399,-58.361727,Puerto Madero,Comuna 1,SIN_VERIFICAR,2026-08-08,Latin America's 50 Best Restaurants 2025,The World's 50 Best (sitio oficial),alta,referente documentado; asignación geometria+documento,NO,PROPUESTA_NO_INSTITUCIONAL,51,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,175.475,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R04,R04,Puerto Madero,HITO-ICO-006,Estilo Campo,Restaurante Icónico,Restaurante icónico,SQUARE,,"MOREAU DE JUSTO, ALICIA AV. 1840",-34.620317,-58.365452,Puerto Madero,Comuna 1,SIN_VERIFICAR,2026-08-08,Restaurante Icónico,https://turismo.buenosaires.gob.ar/es/gastronomico/estilo-campo,alta,referente documentado; asignación geometria+documento,SI,PROPUESTA_NO_INSTITUCIONAL,59,SI,ver REGLA_ICONOS_PRINCIPALES.md,SI,,GEOMETRIA+DOCUMENTO,NO,NO,76.351,DENTRO,referente dentro del polo,0 / 50 / 250
POLO-R04,R04,Puerto Madero,HITO-MIC-053,La Cabaña,MICHELIN,Distinción MICHELIN,STAR,Recomendado/seleccionado,Avenida Alicia Moreau de Justo 580,-34.604104,-58.367006,Puerto Madero,Comuna 1,SIN_VERIFICAR,2026-08-08,Recomendado/seleccionado,https://guide.michelin.com/ar/es/ciudad-autonoma-de-buenos-aires/buenos-aires_777009/restaurante/la-cabana-551418,alta,referente documentado; asignación geometria,NO,PROPUESTA_NO_INSTITUCIONAL,33,SI,ver REGLA_ICONOS_PRINCIPALES.md,NO,,GEOMETRIA,NO,NO,50.21,DENTRO,referente dentro del polo,0 / 50 / 250
