orden,tramo,prioridad,establecimiento,hito_id,direccion_consultada,business_status,identidad,identidad_detalle,publica_horarios,abierto_24h,vigencia_fecha_consulta,estado_que_acredita,nivel,lectura,clase_test,esperado,lo_que_sabemos,dias_desde_el_hecho
0,(a) test de calibracion,0,Plaza Bar,H082,Florida 1005,CLOSED_PERMANENTLY,exacta,,no,,2026-08-08,no,v2b,acredita CERRADO con fuerza: es una afirmación positiva y difícil de producir por error,calibracion,CLOSED_PERMANENTLY,cerrado desde abril de 2017,3285
50,(d) prioridad 4 · catálogo sin verificar,4,Fogon Asado,MIC-021,Uriarte 1423,OPERATIONAL,exacta,,si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
51,(d) prioridad 4 · catálogo sin verificar,4,Gran Dabbang,H159,Av. Raul Scalabrini Ortiz 1543,OPERATIONAL,exacta,,si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
52,(d) prioridad 4 · catálogo sin verificar,4,Mengano,MIC-015,José Antonio Cabrera 5172,OPERATIONAL,exacta,,si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
53,(d) prioridad 4 · catálogo sin verificar,4,Albamonte Ristorante,ICO-001,CORRIENTES AV. 6735,OPERATIONAL,exacta,,si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
54,(d) prioridad 4 · catálogo sin verificar,4,Anchoita,MIC-018,Juan Ramírez de Velasco 1520,OPERATIONAL,exacta,,si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
55,(d) prioridad 4 · catálogo sin verificar,4,Museo Fotografico Simik (ex Cafe Palacio),,Av. Federico Lacroze 3901,OPERATIONAL,exacta,,si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
56,(d) prioridad 4 · catálogo sin verificar,4,Mercado de Belgrano,MG-0002,Av. Juramento 2527,OPERATIONAL,exacta,,si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
57,(d) prioridad 4 · catálogo sin verificar,4,Mercado del Progreso,MG-0003,Av. Rivadavia 5430,OPERATIONAL,exacta,,si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
58,(d) prioridad 4 · catálogo sin verificar,4,Confiteria El Greco (Av. Rivadavia 5353),H090,Av. Rivadavia 5353,OPERATIONAL,exacta,,si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
59,(d) prioridad 4 · catálogo sin verificar,4,Plaza Cafe (Av. Rivadavia 4732),H030,Av. Rivadavia 4732,OPERATIONAL,misma cuadra,4732 contra 4720 (12 de diferencia),si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
60,(d) prioridad 4 · catálogo sin verificar,4,Happening,ICO-007,"OBLIGADO RAFAEL, AV.COSTANERA 7030",OPERATIONAL,exacta,,si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
61,(d) prioridad 4 · catálogo sin verificar,4,Patio Costanera Norte,MG-0011,Avenida Costanera Rafael Obligado 7010,OPERATIONAL,exacta,,no,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
62,(d) prioridad 4 · catálogo sin verificar,4,Cafe Margot (Boedo 857),H086,Av. Boedo 857,OPERATIONAL,exacta,,si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
63,(d) prioridad 4 · catálogo sin verificar,4,Stylo Cafe (Fernandez de Enciso 3934),H083,Fernandez de Enciso 3934,OPERATIONAL,exacta,,si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
64,(e) el resto · prioridad 2,2,Casa Watson,H037,Vuelta de Obligado 2072,OPERATIONAL,misma cuadra,2072 contra 2070 (2 de diferencia),si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
65,(e) el resto · prioridad 2,2,Varela Varelita,H085,Av. Scalabrini Ortiz 2102,OPERATIONAL,exacta,,si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
66,(e) el resto · prioridad 2,2,Cafe Olimpo,H028,Irigoyen 1491 esq. Arregui,OPERATIONAL,exacta,,si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
67,(e) el resto · prioridad 2,2,La Perla (de Caminito),H069,Av. Don Pedro de Mendoza 1899,OPERATIONAL,misma cuadra,1899 contra 1895 (4 de diferencia),si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
68,(e) el resto · prioridad 3,3,Confiteria Saint Moritz,H043,Esmeralda 894,OPERATIONAL,misma cuadra,894 contra 890 (4 de diferencia),si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
69,(e) el resto · prioridad 3,3,Florida Garden,H058,Florida 899,OPERATIONAL,exacta,,si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
70,(e) el resto · prioridad 3,3,Barbaro (catalogo: 'Bar Bar O'),H002,Tres Sargentos 415,OPERATIONAL,exacta,,si,,2026-08-08,,,NO acredita abierto: dice que nadie reportó lo contrario. No mueve el estado; se registra la consulta y su fecha,,,,
